,Iteration,Estimation,Exact
0,5,5.885386149816455,1.3760238334558017
1,10,4.525220106391223,1.3760238334558017
2,15,3.964197516976867,1.3760238334558017
3,20,3.4711636577315175,1.3760238334558017
4,25,2.917567831070944,1.3760238334558017
5,30,2.5247053455042945,1.3760238334558017
6,35,2.362579852492834,1.3760238334558017
7,40,2.158146268366907,1.3760238334558017
8,45,2.0028622556974547,1.3760238334558017
9,50,1.9195768663354258,1.3760238334558017
10,55,1.8466944686416316,1.3760238334558017
11,60,1.827773822466435,1.3760238334558017
12,65,1.827773822466435,1.3760238334558017
13,70,1.7565928399829245,1.3760238334558017
14,75,1.6870693442745397,1.3760238334558017
15,80,1.6337774501936195,1.3760238334558017
16,85,1.6187725250769782,1.3760238334558017
17,90,1.6187725250769782,1.3760238334558017
18,95,1.6187725250769782,1.3760238334558017
19,100,1.6187725250769782,1.3760238334558017
20,105,1.6052459387775855,1.3760238334558017
21,110,1.5925004252538457,1.3760238334558017
22,115,1.5925004252538457,1.3760238334558017
23,120,1.5925004252538457,1.3760238334558017
24,125,1.5925004252538457,1.3760238334558017
25,130,1.5925004252538457,1.3760238334558017
26,135,1.5925004252538457,1.3760238334558017
27,140,1.5905959906803027,1.3760238334558017
28,145,1.5905959906803027,1.3760238334558017
29,150,1.5839935656944215,1.3760238334558017
30,155,1.5839935656944215,1.3760238334558017
31,160,1.5751243529964016,1.3760238334558017
32,165,1.5509814183782584,1.3760238334558017
33,170,1.5366362045451094,1.3760238334558017
34,175,1.5366362045451094,1.3760238334558017
35,180,1.5366362045451094,1.3760238334558017
36,185,1.5366362045451094,1.3760238334558017
37,190,1.5366362045451094,1.3760238334558017
38,195,1.5366362045451094,1.3760238334558017
39,200,1.5366362045451094,1.3760238334558017
40,205,1.5366362045451094,1.3760238334558017
41,210,1.5366362045451094,1.3760238334558017
42,215,1.5366362045451094,1.3760238334558017
43,220,1.5366362045451094,1.3760238334558017
44,225,1.5366362045451094,1.3760238334558017
45,230,1.5366362045451094,1.3760238334558017
46,235,1.5366362045451094,1.3760238334558017
47,240,1.5366362045451094,1.3760238334558017
48,245,1.5366362045451094,1.3760238334558017
49,250,1.5366362045451094,1.3760238334558017
50,255,1.5366362045451094,1.3760238334558017
51,260,1.536486501593572,1.3760238334558017
52,265,1.5202112731039694,1.3760238334558017
53,270,1.5202112731039694,1.3760238334558017
54,275,1.5202112731039694,1.3760238334558017
55,280,1.5202112731039694,1.3760238334558017
56,285,1.5202112731039694,1.3760238334558017
57,290,1.5202112731039694,1.3760238334558017
58,295,1.5202112731039694,1.3760238334558017
59,300,1.5202112731039694,1.3760238334558017
60,305,1.5177163619182314,1.3760238334558017
61,310,1.5177163619182314,1.3760238334558017
62,315,1.5177163619182314,1.3760238334558017
63,320,1.5177163619182314,1.3760238334558017
64,325,1.5177163619182314,1.3760238334558017
65,330,1.5177163619182314,1.3760238334558017
66,335,1.5177163619182314,1.3760238334558017
67,340,1.510154324704601,1.3760238334558017
68,345,1.510154324704601,1.3760238334558017
69,350,1.510154324704601,1.3760238334558017
70,355,1.510154324704601,1.3760238334558017
71,360,1.510154324704601,1.3760238334558017
72,365,1.510154324704601,1.3760238334558017
73,370,1.510154324704601,1.3760238334558017
74,375,1.510154324704601,1.3760238334558017
75,380,1.510154324704601,1.3760238334558017
76,385,1.5062563212404498,1.3760238334558017
77,390,1.502009916449607,1.3760238334558017
78,395,1.502009916449607,1.3760238334558017
79,400,1.502009916449607,1.3760238334558017
80,405,1.502009916449607,1.3760238334558017
81,410,1.502009916449607,1.3760238334558017
82,415,1.502009916449607,1.3760238334558017
83,420,1.502009916449607,1.3760238334558017
84,425,1.4954251520890178,1.3760238334558017
85,430,1.4954251520890178,1.3760238334558017
86,435,1.4954251520890178,1.3760238334558017
87,440,1.4895707476134952,1.3760238334558017
88,445,1.4895707476134952,1.3760238334558017
89,450,1.4895707476134952,1.3760238334558017
90,455,1.4895707476134952,1.3760238334558017
91,460,1.4895707476134952,1.3760238334558017
92,465,1.4895707476134952,1.3760238334558017
93,470,1.4895707476134952,1.3760238334558017
94,475,1.4895707476134952,1.3760238334558017
95,480,1.4895707476134952,1.3760238334558017
96,485,1.4895707476134952,1.3760238334558017
97,490,1.4895707476134952,1.3760238334558017
98,495,1.4895707476134952,1.3760238334558017
99,500,1.4895707476134952,1.3760238334558017
