,Iteration,Estimation,Exact
0,5,2.3674768704639804,0.37663982349717606
1,10,1.2911490505191223,0.37663982349717606
2,15,1.0292832803785772,0.37663982349717606
3,20,0.9263896008048862,0.37663982349717606
4,25,0.6702793420365027,0.37663982349717606
5,30,0.7089095528881713,0.37663982349717606
6,35,0.6218420640485942,0.37663982349717606
7,40,0.5601138609894444,0.37663982349717606
8,45,0.5061983030147292,0.37663982349717606
9,50,0.4685753976370627,0.37663982349717606
10,55,0.45059413076032534,0.37663982349717606
11,60,0.43438828325072204,0.37663982349717606
12,65,0.42688695555822787,0.37663982349717606
13,70,0.4154295440359225,0.37663982349717606
14,75,0.40815635740960704,0.37663982349717606
15,80,0.40467905829446643,0.37663982349717606
16,85,0.3995773724244408,0.37663982349717606
17,90,0.39468933881582247,0.37663982349717606
18,95,0.39112866874711927,0.37663982349717606
19,100,0.38772902393377967,0.37663982349717606
20,105,0.388366431687793,0.37663982349717606
21,110,0.38869291303206127,0.37663982349717606
22,115,0.389011517153577,0.37663982349717606
23,120,0.3897204344240163,0.37663982349717606
24,125,0.3904560202376205,0.37663982349717606
25,130,0.38906214592817645,0.37663982349717606
26,135,0.3868773864818706,0.37663982349717606
27,140,0.38687738638112784,0.37663982349717606
28,145,0.3838181589747902,0.37663982349717606
29,150,0.3832479411101391,0.37663982349717606
30,155,0.38290363189819776,0.37663982349717606
31,160,0.38290363189819776,0.37663982349717606
32,165,0.38234102104095985,0.37663982349717606
33,170,0.3835474394757591,0.37663982349717606
34,175,0.38278829813135784,0.37663982349717606
35,180,0.38148981448442765,0.37663982349717606
36,185,0.3807349962708122,0.37663982349717606
37,190,0.3807349962708122,0.37663982349717606
38,195,0.3799306510720358,0.37663982349717606
39,200,0.38027064137252115,0.37663982349717606
40,205,0.3811182329445715,0.37663982349717606
41,210,0.3817110369519911,0.37663982349717606
42,215,0.3824089192460742,0.37663982349717606
43,220,0.38252070887489964,0.37663982349717606
44,225,0.38221221761100793,0.37663982349717606
45,230,0.38221221761100793,0.37663982349717606
46,235,0.3807417940315119,0.37663982349717606
47,240,0.3807417940315119,0.37663982349717606
48,245,0.3807417940315119,0.37663982349717606
49,250,0.3807417940315119,0.37663982349717606
50,255,0.38074179403151126,0.37663982349717606
51,260,0.3788122646891641,0.37663982349717606
52,265,0.37858844826470367,0.37663982349717606
53,270,0.37858844826470367,0.37663982349717606
54,275,0.37858844826470367,0.37663982349717606
55,280,0.38038486123343396,0.37663982349717606
56,285,0.38038486123343396,0.37663982349717606
57,290,0.38131762093031574,0.37663982349717606
58,295,0.38131762093031574,0.37663982349717606
59,300,0.38131762093031574,0.37663982349717606
